Bandit,Reward,Algorithm
Bandit_4,3.013411519216757,ThompsonSampling
Bandit_4,2.81916331373027,ThompsonSampling
Bandit_4,4.194162496993959,ThompsonSampling
Bandit_4,4.098545792428322,ThompsonSampling
Bandit_4,3.2799332392539347,ThompsonSampling
Bandit_4,4.935421201173916,ThompsonSampling
Bandit_4,4.946901563697162,ThompsonSampling
Bandit_4,3.290581021758121,ThompsonSampling
Bandit_4,3.5641786944281773,ThompsonSampling
Bandit_4,3.7253194941456402,ThompsonSampling
Bandit_4,3.0131814607378367,ThompsonSampling
Bandit_4,4.084075779938426,ThompsonSampling
Bandit_4,3.6651184213798897,ThompsonSampling
Bandit_4,3.5466956302777324,ThompsonSampling
Bandit_4,3.9106328354091553,ThompsonSampling
Bandit_4,3.034657815636326,ThompsonSampling
Bandit_4,3.8765282721601375,ThompsonSampling
Bandit_4,4.88395913671058,ThompsonSampling
Bandit_4,5.041136004817102,ThompsonSampling
Bandit_4,2.3724453295226526,ThompsonSampling
Bandit_4,4.828138559083294,ThompsonSampling
Bandit_4,4.479309333936391,ThompsonSampling
Bandit_4,4.524028349071858,ThompsonSampling
Bandit_4,4.874556590667476,ThompsonSampling
Bandit_4,1.8614909942610258,ThompsonSampling
Bandit_4,4.454702843754958,ThompsonSampling
Bandit_4,4.814522462047385,ThompsonSampling
Bandit_4,4.895978346279007,ThompsonSampling
Bandit_4,4.257206048296694,ThompsonSampling
Bandit_4,4.103544305514977,ThompsonSampling
Bandit_4,3.9323276975576977,ThompsonSampling
Bandit_4,4.03624948939947,ThompsonSampling
Bandit_4,4.496480458450141,ThompsonSampling
Bandit_4,4.428379198799997,ThompsonSampling
Bandit_4,2.406439188716443,ThompsonSampling
Bandit_4,4.5020658189044305,ThompsonSampling
Bandit_4,4.360522124677945,ThompsonSampling
Bandit_4,4.787545177039799,ThompsonSampling
Bandit_4,2.47725762269038,ThompsonSampling
Bandit_4,4.368129079978052,ThompsonSampling
Bandit_4,2.8692275430516885,ThompsonSampling
Bandit_4,5.781964020664988,ThompsonSampling
Bandit_4,2.7784690690986187,ThompsonSampling
Bandit_4,3.822149028532067,ThompsonSampling
Bandit_4,5.040207917183158,ThompsonSampling
Bandit_4,2.559376723671246,ThompsonSampling
Bandit_4,5.615039970795037,ThompsonSampling
Bandit_4,4.49954779116212,ThompsonSampling
Bandit_4,5.471848797214529,ThompsonSampling
Bandit_4,3.689028560231232,ThompsonSampling
Bandit_4,4.173032222755566,ThompsonSampling
Bandit_4,3.1130705334562654,ThompsonSampling
Bandit_4,3.4596241366671086,ThompsonSampling
Bandit_4,4.057695697705269,ThompsonSampling
Bandit_4,4.319251126758617,ThompsonSampling
Bandit_4,3.9753676459396785,ThompsonSampling
Bandit_4,3.141967392926322,ThompsonSampling
Bandit_4,4.3672459446076495,ThompsonSampling
Bandit_4,5.021787654493927,ThompsonSampling
Bandit_4,3.708630938225764,ThompsonSampling
Bandit_4,3.8099592863872647,ThompsonSampling
Bandit_4,2.748269380033305,ThompsonSampling
Bandit_4,3.4756239050142117,ThompsonSampling
Bandit_4,3.9363954747338803,ThompsonSampling
Bandit_4,2.069530496215955,ThompsonSampling
Bandit_4,3.7081633615834537,ThompsonSampling
Bandit_4,4.602087563467947,ThompsonSampling
Bandit_4,2.7797364639437716,ThompsonSampling
Bandit_4,3.8938522352121416,ThompsonSampling
Bandit_4,4.019471357858281,ThompsonSampling
Bandit_4,5.689899475466553,ThompsonSampling
Bandit_4,2.8208662275765803,ThompsonSampling
Bandit_4,4.345625861262414,ThompsonSampling
Bandit_4,3.719335677806966,ThompsonSampling
Bandit_4,3.2392016826822525,ThompsonSampling
Bandit_4,2.683986895205546,ThompsonSampling
Bandit_4,4.499095640140364,ThompsonSampling
Bandit_4,4.648293564484803,ThompsonSampling
